Counter,Date/time,Location,Temperature,Humidity,acc_x,acc_y,acc_z,yaw,pitch,roll,gyro_x,gyro_y,gyro_z
1789,2022-04-16 17:04:59.649070,IERS2010 latitude -40.6569 N longitude 42.5117 E elevation 432730.1 m,34.4935,29.5362,0.021,0.031,0.015,348.778,326.054,63.552,-0.003,-0.001,0.0
1790,2022-04-16 17:05:03.806640,IERS2010 latitude -40.8118 N longitude 42.7829 E elevation 432787.4 m,34.3869,29.732,0.018,0.032,0.015,348.279,326.37,63.038,-0.0,-0.003,-0.001
1791,2022-04-16 17:05:07.959734,IERS2010 latitude -40.9658 N longitude 43.0549 E elevation 432844.3 m,34.4402,29.6586,0.018,0.032,0.016,348.152,326.334,63.021,0.001,-0.001,-0.0
1792,2022-04-16 17:05:12.122109,IERS2010 latitude -41.1190 N longitude 43.3282 E elevation 432900.8 m,34.4046,29.6586,0.02,0.033,0.014,348.443,326.335,63.416,-0.004,-0.003,-0.0
1793,2022-04-16 17:05:16.289614,IERS2010 latitude -41.2716 N longitude 43.6032 E elevation 432957.1 m,34.3691,29.729,0.019,0.03,0.014,348.344,326.57,64.373,-0.001,-0.001,0.001
1794,2022-04-16 17:05:20.446404,IERS2010 latitude -41.4236 N longitude 43.8797 E elevation 433013.0 m,34.3513,29.729,0.02,0.031,0.014,348.725,326.374,63.476,-0.0,-0.001,-0.0
1795,2022-04-16 17:05:24.599577,IERS2010 latitude -41.5745 N longitude 44.1571 E elevation 433068.4 m,34.5647,29.7198,0.019,0.031,0.016,348.384,326.323,63.61,-0.004,-0.001,0.002
1796,2022-04-16 17:05:28.761537,IERS2010 latitude -41.7247 N longitude 44.4358 E elevation 433123.4 m,34.4224,29.5056,0.021,0.031,0.015,348.268,326.102,63.694,-0.002,-0.002,0.001
1797,2022-04-16 17:05:32.933305,IERS2010 latitude -41.8743 N longitude 44.7163 E elevation 433178.1 m,34.4758,29.628,0.022,0.032,0.014,347.935,325.749,63.779,-0.001,-0.002,0.002
1798,2022-04-16 17:05:37.086510,IERS2010 latitude -42.0232 N longitude 44.9984 E elevation 433232.4 m,34.4402,29.371,0.023,0.03,0.012,347.545,325.68,64.117,-0.003,-0.002,-0.001
1799,2022-04-16 17:05:41.240193,IERS2010 latitude -42.1711 N longitude 45.2813 E elevation 433286.3 m,34.458,29.5209,0.023,0.031,0.016,347.527,325.998,64.668,-0.004,-0.003,-0.0
1800,2022-04-16 17:05:46.406299,IERS2010 latitude -42.3538 N longitude 45.6349 E elevation 433352.7 m,34.5113,29.7779,0.02,0.031,0.012,347.265,326.241,65.317,-0.002,-0.002,-0.0
1801,2022-04-16 17:05:50.578887,IERS2010 latitude -42.4999 N longitude 45.9212 E elevation 433405.7 m,34.3691,29.6647,0.02,0.03,0.014,347.617,326.238,65.159,0.001,-0.004,0.001
1802,2022-04-16 17:05:54.733293,IERS2010 latitude -42.6453 N longitude 46.2089 E elevation 433458.3 m,34.4224,29.527,0.02,0.03,0.016,347.396,326.508,65.546,-0.003,-0.0,0.001
1803,2022-04-16 17:05:58.887529,IERS2010 latitude -42.7898 N longitude 46.4979 E elevation 433510.5 m,34.3869,29.7688,0.021,0.031,0.014,347.192,326.652,65.967,-0.003,-0.003,0.003
1804,2022-04-16 17:06:03.046521,IERS2010 latitude -42.9334 N longitude 46.7882 E elevation 433562.2 m,34.458,29.986,0.02,0.031,0.013,347.003,326.892,65.828,-0.002,-0.001,-0.0
1805,2022-04-16 17:06:07.205139,IERS2010 latitude -43.0762 N longitude 47.0800 E elevation 433613.5 m,34.4402,29.5576,0.015,0.029,0.015,347.141,327.252,65.374,-0.0,-0.003,-0.0
1806,2022-04-16 17:06:11.366423,IERS2010 latitude -43.2181 N longitude 47.3731 E elevation 433664.4 m,34.4402,29.6953,0.019,0.03,0.014,347.443,326.721,65.159,-0.003,-0.003,0.0
1807,2022-04-16 17:06:15.540899,IERS2010 latitude -43.3594 N longitude 47.6682 E elevation 433714.9 m,34.3869,29.6739,0.02,0.031,0.015,348.164,326.913,64.992,0.001,-0.001,0.0
1808,2022-04-16 17:06:19.690871,IERS2010 latitude -43.5002 N longitude 47.9652 E elevation 433765.1 m,34.5113,29.7382,0.017,0.032,0.014,348.417,327.017,64.659,-0.0,-0.002,0.001
1809,2022-04-16 17:06:23.851692,IERS2010 latitude -43.6393 N longitude 48.2623 E elevation 433814.6 m,34.298,29.4934,0.02,0.03,0.012,348.818,326.853,64.454,-0.002,-0.002,-0.0
1810,2022-04-16 17:06:28.022386,IERS2010 latitude -43.7780 N longitude 48.5617 E elevation 433863.8 m,34.4402,29.7779,0.019,0.031,0.015,348.9,327.146,64.61,-0.004,-0.002,0.001
1811,2022-04-16 17:06:32.187655,IERS2010 latitude -43.9158 N longitude 48.8625 E elevation 433912.6 m,34.3691,29.4812,0.024,0.031,0.013,348.626,326.815,64.628,-0.005,-0.002,0.001
1812,2022-04-16 17:06:36.349838,IERS2010 latitude -44.0529 N longitude 49.1652 E elevation 433961.0 m,34.4402,29.7259,0.02,0.03,0.015,348.792,326.861,64.168,-0.0,-0.001,0.001
1813,2022-04-16 17:06:40.526320,IERS2010 latitude -44.1893 N longitude 49.4698 E elevation 434009.0 m,34.3691,29.5852,0.021,0.03,0.014,348.681,326.884,64.152,-0.0,-0.001,0.001
1814,2022-04-16 17:06:44.676965,IERS2010 latitude -44.3244 N longitude 49.7751 E elevation 434056.4 m,34.4046,29.4383,0.023,0.029,0.013,349.178,326.668,63.779,0.001,-0.002,-0.0
1815,2022-04-16 17:06:48.839793,IERS2010 latitude -44.4582 N longitude 50.0810 E elevation 434103.2 m,34.458,29.7841,0.021,0.031,0.014,348.806,326.767,63.701,-0.002,-0.001,-0.001
1816,2022-04-16 17:06:53.012357,IERS2010 latitude -44.5915 N longitude 50.3893 E elevation 434149.7 m,34.4224,29.6372,0.019,0.031,0.015,348.77,326.763,64.059,-0.002,-0.002,0.002
1817,2022-04-16 17:06:57.165659,IERS2010 latitude -44.7240 N longitude 50.6994 E elevation 434195.8 m,34.3513,29.472,0.023,0.032,0.018,349.248,326.922,63.789,-0.006,-0.001,-0.002
1818,2022-04-16 17:07:01.304887,IERS2010 latitude -44.8549 N longitude 51.0093 E elevation 434241.1 m,34.4935,29.8361,0.023,0.031,0.014,348.758,327.032,63.926,-0.001,0.0,-0.001
1819,2022-04-16 17:07:05.451997,IERS2010 latitude -44.9845 N longitude 51.3201 E elevation 434285.9 m,34.4224,29.5821,0.018,0.031,0.016,348.914,326.775,63.7,-0.003,-0.002,0.001
1820,2022-04-16 17:07:09.612096,IERS2010 latitude -45.1137 N longitude 51.6336 E elevation 434330.4 m,34.3513,29.7351,0.02,0.032,0.014,348.862,326.396,64.229,-0.003,-0.001,0.0
1821,2022-04-16 17:07:13.779644,IERS2010 latitude -45.2422 N longitude 51.9491 E elevation 434374.5 m,34.3869,29.4934,0.02,0.03,0.013,349.158,326.746,63.978,-0.003,-0.002,0.001
1822,2022-04-16 17:07:17.935915,IERS2010 latitude -45.3698 N longitude 52.2664 E elevation 434418.2 m,34.4402,29.7565,0.02,0.031,0.015,349.286,326.916,63.736,0.0,-0.003,-0.0
1823,2022-04-16 17:07:22.082334,IERS2010 latitude -45.4960 N longitude 52.5841 E elevation 434461.2 m,34.4046,29.4414,0.024,0.031,0.013,349.76,326.172,63.181,-0.002,-0.001,0.001
1824,2022-04-16 17:07:26.242038,IERS2010 latitude -45.6212 N longitude 52.9033 E elevation 434503.7 m,34.4224,29.7994,0.02,0.03,0.014,349.975,326.095,63.555,-0.005,-0.001,0.001
1825,2022-04-16 17:07:30.401630,IERS2010 latitude -45.7457 N longitude 53.2247 E elevation 434545.8 m,34.4224,29.6739,0.02,0.031,0.014,350.319,326.025,64.017,-0.002,-0.0,0.003
1826,2022-04-16 17:07:34.561236,IERS2010 latitude -45.8690 N longitude 53.5473 E elevation 434587.4 m,34.3869,29.68,0.02,0.032,0.019,349.744,326.333,63.895,-0.004,0.001,0.001
1827,2022-04-16 17:07:38.720770,IERS2010 latitude -45.9914 N longitude 53.8716 E elevation 434628.5 m,34.3157,29.7657,0.02,0.031,0.014,349.735,326.768,63.703,-0.006,0.0,-0.0
1828,2022-04-16 17:07:42.895717,IERS2010 latitude -46.1129 N longitude 54.1976 E elevation 434669.1 m,34.3513,29.6586,0.02,0.031,0.013,350.656,326.904,63.588,-0.001,-0.001,0.0
1829,2022-04-16 17:07:47.047051,IERS2010 latitude -46.2335 N longitude 54.5256 E elevation 434709.3 m,34.3157,29.475,0.013,0.032,0.013,350.458,327.392,63.852,0.001,-0.0,-0.001
1830,2022-04-16 17:07:51.192729,IERS2010 latitude -46.3525 N longitude 54.8538 E elevation 434748.8 m,34.4758,29.7259,0.023,0.03,0.015,350.977,327.06,64.307,0.001,-0.001,0.0
1831,2022-04-16 17:07:58.246296,IERS2010 latitude -46.5521 N longitude 55.4140 E elevation 434814.6 m,34.4224,29.5882,0.016,0.032,0.013,351.426,327.314,64.074,-0.002,-0.003,0.001
1832,2022-04-16 17:08:02.404084,IERS2010 latitude -46.6686 N longitude 55.7468 E elevation 434852.7 m,34.4224,30.0961,0.018,0.031,0.015,351.339,327.241,64.024,0.001,-0.002,-0.0
1833,2022-04-16 17:08:06.568959,IERS2010 latitude -46.7840 N longitude 56.0814 E elevation 434890.4 m,34.4758,29.7076,0.02,0.031,0.015,351.86,327.567,63.223,-0.002,-0.001,-0.001
1834,2022-04-16 17:08:10.739316,IERS2010 latitude -46.8983 N longitude 56.4173 E elevation 434927.5 m,34.3869,29.7932,0.022,0.03,0.015,352.75,327.981,62.437,-0.0,-0.001,-0.002
1835,2022-04-16 17:08:14.893675,IERS2010 latitude -47.0117 N longitude 56.7552 E elevation 434964.2 m,34.3157,29.6708,0.02,0.031,0.014,352.953,327.638,62.388,-0.001,-0.001,-0.001
1836,2022-04-16 17:08:19.061182,IERS2010 latitude -47.1238 N longitude 57.0941 E elevation 435000.2 m,34.4046,29.475,0.021,0.03,0.015,352.722,327.424,62.656,-0.002,0.002,-0.001
1837,2022-04-16 17:08:23.231100,IERS2010 latitude -47.2349 N longitude 57.4349 E elevation 435035.8 m,34.4402,29.7504,0.019,0.031,0.013,352.561,327.469,62.372,0.0,-0.001,-0.0
1838,2022-04-16 17:08:27.382030,IERS2010 latitude -47.3450 N longitude 57.7775 E elevation 435070.8 m,34.3513,29.6188,0.019,0.03,0.015,352.492,327.719,61.837,-0.002,-0.0,-0.0
1839,2022-04-16 17:08:31.530943,IERS2010 latitude -47.4535 N longitude 58.1202 E elevation 435105.2 m,34.3335,29.6035,0.019,0.031,0.013,351.975,327.818,62.322,-0.002,-0.0,0.0
1840,2022-04-16 17:08:35.693376,IERS2010 latitude -47.5608 N longitude 58.4642 E elevation 435139.0 m,34.3691,29.5852,0.02,0.031,0.015,352.128,327.251,62.43,-0.002,0.001,0.0
1841,2022-04-16 17:08:39.854222,IERS2010 latitude -47.6673 N longitude 58.8104 E elevation 435172.3 m,34.298,29.6219,0.02,0.03,0.012,351.972,327.25,62.514,0.004,-0.001,-0.0
1842,2022-04-16 17:08:44.001780,IERS2010 latitude -47.7726 N longitude 59.1582 E elevation 435205.1 m,34.3157,29.6066,0.024,0.029,0.013,352.345,327.074,63.027,-0.001,-0.002,0.0
1843,2022-04-16 17:08:48.154802,IERS2010 latitude -47.8762 N longitude 59.5059 E elevation 435237.2 m,34.3335,29.6831,0.016,0.031,0.016,351.619,327.281,63.45,-0.002,-0.002,-0.0
1844,2022-04-16 17:08:52.323312,IERS2010 latitude -47.9792 N longitude 59.8567 E elevation 435268.9 m,34.4224,29.6127,0.02,0.031,0.015,351.369,327.341,63.827,-0.001,-0.0,0.0
1845,2022-04-16 17:08:56.489521,IERS2010 latitude -48.0811 N longitude 60.2093 E elevation 435300.0 m,34.3691,29.5699,0.019,0.031,0.014,350.876,327.53,63.882,-0.002,-0.001,0.001
1846,2022-04-16 17:09:00.643360,IERS2010 latitude -48.1817 N longitude 60.5631 E elevation 435330.5 m,34.3335,29.7626,0.02,0.029,0.013,350.629,327.305,63.619,-0.0,-0.002,0.002
1847,2022-04-16 17:09:04.797934,IERS2010 latitude -48.2810 N longitude 60.9178 E elevation 435360.5 m,34.4224,29.9248,0.019,0.03,0.015,350.324,327.473,64.045,-0.001,-0.001,-0.0
1848,2022-04-16 17:09:08.969302,IERS2010 latitude -48.3791 N longitude 61.2740 E elevation 435389.9 m,34.3335,29.7657,0.021,0.031,0.013,350.314,327.445,64.026,-0.003,-0.002,-0.0
1849,2022-04-16 17:09:13.116783,IERS2010 latitude -48.4761 N longitude 61.6323 E elevation 435418.7 m,34.3691,29.4689,0.021,0.031,0.013,350.458,327.733,63.889,-0.001,-0.002,-0.001
1850,2022-04-16 17:09:17.276022,IERS2010 latitude -48.5716 N longitude 61.9909 E elevation 435446.9 m,34.3513,29.6005,0.019,0.031,0.016,350.97,328.091,63.317,-0.0,-0.002,-0.0
1851,2022-04-16 17:09:21.460449,IERS2010 latitude -48.6663 N longitude 62.3526 E elevation 435474.7 m,34.458,29.2915,0.022,0.031,0.012,350.75,327.865,63.394,-0.001,0.0,0.001
1852,2022-04-16 17:09:25.620909,IERS2010 latitude -48.7598 N longitude 62.7157 E elevation 435501.8 m,34.3691,29.7718,0.02,0.031,0.014,350.275,328.314,63.896,-0.001,-0.001,0.0
1853,2022-04-16 17:09:29.797477,IERS2010 latitude -48.8520 N longitude 63.0803 E elevation 435528.4 m,34.4046,29.6739,0.02,0.031,0.014,349.976,328.449,64.581,-0.003,-0.001,-0.001
1854,2022-04-16 17:09:33.949047,IERS2010 latitude -48.9428 N longitude 63.4453 E elevation 435554.3 m,34.298,29.628,0.02,0.032,0.014,350.027,328.293,64.497,-0.003,-0.001,0.002
1855,2022-04-16 17:09:38.115789,IERS2010 latitude -49.0321 N longitude 63.8111 E elevation 435579.6 m,34.2802,29.6311,0.02,0.031,0.015,350.149,328.118,64.173,-0.002,-0.002,0.001
1856,2022-04-16 17:09:42.285226,IERS2010 latitude -49.1204 N longitude 64.1797 E elevation 435604.4 m,34.4224,29.8605,0.018,0.028,0.013,350.245,327.693,64.1,-0.003,-0.001,0.001
1857,2022-04-16 17:09:46.444445,IERS2010 latitude -49.2074 N longitude 64.5492 E elevation 435628.6 m,34.4046,29.7626,0.02,0.03,0.013,349.979,327.554,63.822,-0.001,0.0,-0.001
1858,2022-04-16 17:09:50.595915,IERS2010 latitude -49.2929 N longitude 64.9195 E elevation 435652.1 m,34.3691,29.5913,0.022,0.029,0.014,349.328,327.129,64.277,-0.004,-0.002,0.001
1859,2022-04-16 17:09:54.763236,IERS2010 latitude -49.3770 N longitude 65.2905 E elevation 435675.1 m,34.3691,29.6005,0.021,0.031,0.014,349.076,327.362,64.533,-0.003,-0.0,0.001
1860,2022-04-16 17:09:58.939967,IERS2010 latitude -49.4602 N longitude 65.6644 E elevation 435697.5 m,34.4046,29.7779,0.021,0.031,0.013,349.146,327.661,65.059,-0.001,0.001,0.0
1861,2022-04-16 17:10:03.114574,IERS2010 latitude -49.5420 N longitude 66.0398 E elevation 435719.3 m,34.3513,29.6555,0.019,0.03,0.014,348.73,327.579,65.05,-0.004,-0.001,0.001
1862,2022-04-16 17:10:07.275650,IERS2010 latitude -49.6225 N longitude 66.4164 E elevation 435740.5 m,34.3513,29.6984,0.019,0.031,0.014,348.88,327.548,64.571,-0.001,-0.001,-0.0
1863,2022-04-16 17:10:11.426633,IERS2010 latitude -49.7015 N longitude 66.7937 E elevation 435761.0 m,34.3869,29.6188,0.02,0.032,0.017,349.37,327.6,64.77,-0.002,-0.002,0.0
1864,2022-04-16 17:10:15.590003,IERS2010 latitude -49.7790 N longitude 67.1713 E elevation 435780.9 m,34.4046,29.4812,0.021,0.031,0.014,349.477,327.721,64.868,-0.002,0.002,0.0
1865,2022-04-16 17:10:20.770550,IERS2010 latitude -49.8736 N longitude 67.6431 E elevation 435804.9 m,34.3691,29.7963,0.02,0.03,0.014,349.892,327.813,65.224,0.001,-0.002,0.0
1866,2022-04-16 17:10:24.931539,IERS2010 latitude -49.9483 N longitude 68.0249 E elevation 435823.5 m,34.4046,29.781,0.02,0.032,0.015,350.144,327.707,64.694,-0.001,-0.001,0.0
1867,2022-04-16 17:10:29.106066,IERS2010 latitude -50.0215 N longitude 68.4074 E elevation 435841.4 m,34.3157,29.6708,0.02,0.032,0.014,350.194,327.64,64.582,-0.002,-0.0,0.002
1868,2022-04-16 17:10:33.257322,IERS2010 latitude -50.0935 N longitude 68.7918 E elevation 435858.8 m,34.4046,29.2088,0.015,0.033,0.014,350.069,327.676,64.845,-0.002,-0.001,0.002
1869,2022-04-16 17:10:37.421475,IERS2010 latitude -50.1638 N longitude 69.1756 E elevation 435875.5 m,34.3869,29.7198,0.02,0.031,0.015,349.842,327.65,64.896,-0.002,-0.002,0.0
1870,2022-04-16 17:10:41.580008,IERS2010 latitude -50.2329 N longitude 69.5620 E elevation 435891.6 m,34.3869,29.5332,0.02,0.031,0.013,349.217,327.498,65.686,0.001,-0.001,-0.0
1871,2022-04-16 17:10:45.756442,IERS2010 latitude -50.3006 N longitude 69.9491 E elevation 435907.1 m,34.3513,29.7259,0.019,0.031,0.014,348.898,327.409,65.605,-0.003,-0.003,-0.0
1872,2022-04-16 17:10:49.913968,IERS2010 latitude -50.3669 N longitude 70.3379 E elevation 435922.0 m,34.4046,29.7504,0.021,0.032,0.016,349.006,327.532,65.08,-0.0,-0.001,-0.0
1873,2022-04-16 17:10:54.083098,IERS2010 latitude -50.4317 N longitude 70.7272 E elevation 435936.2 m,34.4402,29.6984,0.02,0.031,0.013,349.137,327.622,64.943,0.0,-0.002,-0.001
1874,2022-04-16 17:10:58.260103,IERS2010 latitude -50.4952 N longitude 71.1183 E elevation 435949.8 m,34.298,29.7535,0.02,0.031,0.014,348.863,327.622,65.232,0.001,-0.002,-0.0
1875,2022-04-16 17:11:02.421575,IERS2010 latitude -50.5573 N longitude 71.5108 E elevation 435962.8 m,34.4224,29.628,0.021,0.031,0.014,348.771,327.626,64.816,-0.003,0.0,0.0
1876,2022-04-16 17:11:06.589630,IERS2010 latitude -50.6179 N longitude 71.9036 E elevation 435975.1 m,34.3335,29.8269,0.02,0.03,0.013,348.143,327.233,64.402,-0.002,-0.002,-0.0
1877,2022-04-16 17:11:10.746335,IERS2010 latitude -50.6770 N longitude 72.2974 E elevation 435986.9 m,34.3513,29.5576,0.014,0.031,0.015,347.877,327.674,64.524,-0.002,0.0,-0.002
1878,2022-04-16 17:11:14.924643,IERS2010 latitude -50.7345 N longitude 72.6915 E elevation 435997.9 m,34.3157,29.6433,0.02,0.031,0.012,348.038,327.664,64.773,0.001,-0.001,-0.001
1879,2022-04-16 17:11:19.085016,IERS2010 latitude -50.7909 N longitude 73.0886 E elevation 436008.4 m,34.3869,29.8146,0.021,0.031,0.013,348.298,327.908,64.576,-0.003,-0.0,0.0
1880,2022-04-16 17:11:23.239402,IERS2010 latitude -50.8456 N longitude 73.4851 E elevation 436018.2 m,34.3869,29.7871,0.019,0.03,0.013,348.539,327.618,64.266,-0.006,-0.003,0.003
1881,2022-04-16 17:11:27.404231,IERS2010 latitude -50.8987 N longitude 73.8821 E elevation 436027.3 m,34.3691,29.8208,0.02,0.03,0.013,348.041,327.632,64.325,0.001,-0.002,-0.001
1882,2022-04-16 17:11:31.580760,IERS2010 latitude -50.9505 N longitude 74.2810 E elevation 436035.9 m,34.3513,29.8697,0.02,0.031,0.013,348.346,327.794,64.482,-0.001,-0.002,0.0
1883,2022-04-16 17:11:35.741551,IERS2010 latitude -51.0009 N longitude 74.6814 E elevation 436043.8 m,34.3691,29.6984,0.019,0.03,0.014,348.091,327.358,64.639,0.0,-0.002,-0.0
1884,2022-04-16 17:11:39.916024,IERS2010 latitude -51.0497 N longitude 75.0818 E elevation 436051.0 m,34.3157,29.7994,0.019,0.032,0.013,348.634,327.134,64.908,-0.003,-0.002,0.0
1885,2022-04-16 17:11:45.075332,IERS2010 latitude -51.1083 N longitude 75.5811 E elevation 436059.1 m,34.4046,29.7382,0.021,0.031,0.014,348.316,327.103,65.274,-0.005,-0.002,0.001
1886,2022-04-16 17:11:49.229278,IERS2010 latitude -51.1536 N longitude 75.9823 E elevation 436064.9 m,34.3335,29.8269,0.021,0.03,0.014,348.439,327.03,65.187,-0.004,-0.003,-0.0
1887,2022-04-16 17:11:53.394572,IERS2010 latitude -51.1975 N longitude 76.3848 E elevation 436070.1 m,34.3157,29.7137,0.02,0.03,0.015,348.428,327.065,64.558,0.001,-0.001,-0.001
1888,2022-04-16 17:11:57.571718,IERS2010 latitude -51.2399 N longitude 76.7889 E elevation 436074.6 m,34.3869,29.8758,0.02,0.031,0.014,348.539,326.819,64.778,-0.001,-0.001,-0.001
1889,2022-04-16 17:12:01.710662,IERS2010 latitude -51.2808 N longitude 77.1937 E elevation 436078.4 m,34.3513,29.6219,0.021,0.03,0.015,348.959,326.825,64.474,-0.001,0.001,-0.0
1890,2022-04-16 17:12:05.864516,IERS2010 latitude -51.3200 N longitude 77.5973 E elevation 436081.6 m,34.3335,29.7167,0.021,0.03,0.01,348.263,326.261,65.046,-0.002,-0.003,0.001
1891,2022-04-16 17:12:10.029626,IERS2010 latitude -51.3578 N longitude 78.0032 E elevation 436084.2 m,34.298,29.8911,0.02,0.031,0.014,348.522,326.348,64.371,-0.001,-0.001,0.0
1892,2022-04-16 17:12:14.199181,IERS2010 latitude -51.3942 N longitude 78.4101 E elevation 436086.1 m,34.3513,29.8116,0.019,0.031,0.013,348.407,326.723,64.81,-0.0,0.0,-0.001
1893,2022-04-16 17:12:18.349197,IERS2010 latitude -51.4290 N longitude 78.8174 E elevation 436087.4 m,34.3335,29.7473,0.02,0.03,0.015,348.554,327.262,64.214,0.0,0.0,0.002
1894,2022-04-16 17:12:25.408113,IERS2010 latitude -51.4844 N longitude 79.5094 E elevation 436088.1 m,34.458,29.7871,0.024,0.03,0.015,349.332,326.766,64.125,-0.002,-0.001,0.003
1895,2022-04-16 17:12:29.570337,IERS2010 latitude -51.5150 N longitude 79.9181 E elevation 436087.6 m,34.2802,29.6127,0.02,0.031,0.014,349.464,326.445,63.841,0.0,0.0,-0.002
1896,2022-04-16 17:12:33.742957,IERS2010 latitude -51.5441 N longitude 80.3277 E elevation 436086.5 m,34.3335,29.7259,0.02,0.03,0.013,348.911,326.534,64.091,-0.0,-0.002,-0.001
1897,2022-04-16 17:12:37.896122,IERS2010 latitude -51.5716 N longitude 80.7384 E elevation 436084.7 m,34.458,29.7137,0.024,0.029,0.014,348.781,326.522,63.73,-0.002,-0.0,0.0
1898,2022-04-16 17:12:42.049585,IERS2010 latitude -51.5975 N longitude 81.1481 E elevation 436082.2 m,34.3513,29.937,0.02,0.031,0.015,348.442,326.773,64.133,-0.004,0.001,0.001
1899,2022-04-16 17:12:46.214718,IERS2010 latitude -51.6219 N longitude 81.5585 E elevation 436079.1 m,34.3335,29.6158,0.02,0.03,0.013,348.072,326.677,64.153,0.002,-0.003,0.0
1900,2022-04-16 17:12:50.390973,IERS2010 latitude -51.6448 N longitude 81.9705 E elevation 436075.4 m,34.3691,29.7841,0.02,0.03,0.014,347.501,326.831,64.377,-0.0,-0.001,0.001
1901,2022-04-16 17:12:54.551794,IERS2010 latitude -51.6661 N longitude 82.3834 E elevation 436071.0 m,34.2802,29.7963,0.02,0.031,0.014,347.124,327.291,64.721,-0.001,-0.004,-0.001
1902,2022-04-16 17:12:58.726205,IERS2010 latitude -51.6858 N longitude 82.7958 E elevation 436065.9 m,34.3335,29.7657,0.02,0.031,0.013,346.822,327.373,63.987,-0.004,-0.002,-0.0
1903,2022-04-16 17:13:02.878859,IERS2010 latitude -51.7040 N longitude 83.2091 E elevation 436060.2 m,34.3157,29.781,0.021,0.031,0.013,346.996,327.288,63.856,0.001,-0.001,-0.001
1904,2022-04-16 17:13:07.030574,IERS2010 latitude -51.7205 N longitude 83.6214 E elevation 436053.8 m,34.298,29.5056,0.016,0.032,0.013,347.214,327.528,63.771,-0.001,-0.002,0.001
1905,2022-04-16 17:13:11.191843,IERS2010 latitude -51.7355 N longitude 84.0339 E elevation 436046.8 m,34.3513,29.8483,0.021,0.031,0.014,347.333,327.584,64.559,-0.003,-0.001,-0.001
1906,2022-04-16 17:13:15.366189,IERS2010 latitude -51.7489 N longitude 84.4474 E elevation 436039.1 m,34.3513,29.625,0.02,0.031,0.013,347.292,327.454,64.44,-0.002,-0.001,-0.0
1907,2022-04-16 17:13:19.517347,IERS2010 latitude -51.7607 N longitude 84.8621 E elevation 436030.8 m,34.4935,29.7779,0.024,0.028,0.012,347.076,327.409,64.862,-0.002,0.003,-0.002
1908,2022-04-16 17:13:23.670265,IERS2010 latitude -51.7709 N longitude 85.2750 E elevation 436021.8 m,34.3691,29.6586,0.017,0.033,0.014,346.614,327.633,64.821,0.001,-0.002,0.0
1909,2022-04-16 17:13:27.831703,IERS2010 latitude -51.7796 N longitude 85.6886 E elevation 436012.2 m,34.3157,29.6464,0.02,0.032,0.011,346.901,327.704,64.993,-0.0,-0.0,0.0
1910,2022-04-16 17:13:32.007409,IERS2010 latitude -51.7867 N longitude 86.1038 E elevation 436001.8 m,34.3869,28.6367,0.02,0.03,0.013,346.584,327.433,64.814,-0.0,0.001,-0.0
1911,2022-04-16 17:13:36.165458,IERS2010 latitude -51.7922 N longitude 86.5183 E elevation 435990.9 m,34.3869,29.6586,0.016,0.033,0.012,346.346,327.475,64.963,0.0,0.001,0.001
1912,2022-04-16 17:13:40.326774,IERS2010 latitude -51.7961 N longitude 86.9325 E elevation 435979.3 m,34.3513,29.6586,0.02,0.032,0.014,346.607,327.491,64.154,-0.001,-0.001,0.0
1913,2022-04-16 17:13:44.501815,IERS2010 latitude -51.7985 N longitude 87.3474 E elevation 435967.0 m,34.2802,29.4444,0.021,0.03,0.015,345.818,327.811,64.12,-0.003,-0.003,-0.0
1914,2022-04-16 17:13:48.655642,IERS2010 latitude -51.7992 N longitude 87.7629 E elevation 435954.0 m,34.3691,29.7994,0.017,0.034,0.014,345.364,328.131,64.431,0.001,-0.0,0.005
1915,2022-04-16 17:13:52.806953,IERS2010 latitude -51.7984 N longitude 88.1767 E elevation 435940.5 m,34.2446,29.6892,0.021,0.03,0.013,345.083,327.792,64.908,0.0,-0.001,0.002
1916,2022-04-16 17:13:56.973993,IERS2010 latitude -51.7960 N longitude 88.5905 E elevation 435926.2 m,34.4046,29.6586,0.019,0.03,0.014,344.573,327.926,65.059,0.002,-0.001,0.0
1917,2022-04-16 17:14:01.150829,IERS2010 latitude -51.7920 N longitude 89.0057 E elevation 435911.3 m,34.3335,29.7596,0.02,0.031,0.014,344.713,328.032,64.02,-0.002,-0.001,0.001
1918,2022-04-16 17:14:05.311601,IERS2010 latitude -51.7864 N longitude 89.4212 E elevation 435895.7 m,34.3691,29.8514,0.02,0.03,0.013,344.284,328.063,64.847,-0.002,-0.001,0.001
1919,2022-04-16 17:14:09.486011,IERS2010 latitude -51.7792 N longitude 89.8356 E elevation 435879.5 m,34.4046,29.7106,0.02,0.032,0.013,343.942,327.571,65.219,-0.002,-0.002,-0.0
1920,2022-04-16 17:14:13.647721,IERS2010 latitude -51.7704 N longitude 90.2508 E elevation 435862.6 m,34.4046,29.5821,0.016,0.032,0.019,344.903,328.058,64.549,0.0,-0.001,-0.001
1921,2022-04-16 17:14:17.810113,IERS2010 latitude -51.7601 N longitude 90.6650 E elevation 435845.1 m,34.3513,29.9248,0.019,0.03,0.013,345.024,327.927,64.759,0.0,-0.001,-0.0
1922,2022-04-16 17:14:21.982839,IERS2010 latitude -51.7482 N longitude 91.0789 E elevation 435827.0 m,34.3513,29.6984,0.02,0.031,0.015,344.584,327.958,64.354,0.001,-0.0,-0.001
