Counter,Date/time,Location,Temperature,Humidity,acc_x,acc_y,acc_z,yaw,pitch,roll,gyro_x,gyro_y,gyro_z
712,2022-04-16 15:48:17.422117,IERS2010 latitude -43.8211 N longitude 150.4409 E elevation 431187.4 m,34.778,29.27,0.021,0.031,0.014,330.61,329.06,65.076,-0.004,-0.001,-0.0
713,2022-04-16 15:48:21.589104,IERS2010 latitude -43.6826 N longitude 150.7408 E elevation 431115.0 m,34.6536,29.42,0.02,0.032,0.015,330.671,329.131,65.173,-0.002,-0.001,0.0
714,2022-04-16 15:48:25.746262,IERS2010 latitude -43.5431 N longitude 151.0397 E elevation 431042.2 m,34.6713,30.2583,0.018,0.032,0.013,330.382,329.049,65.816,-0.001,-0.0,-0.0
715,2022-04-16 15:48:29.897265,IERS2010 latitude -43.4031 N longitude 151.3363 E elevation 430969.2 m,34.6536,29.1477,0.018,0.031,0.013,330.161,328.957,65.906,0.001,-0.002,0.001
716,2022-04-16 15:48:34.052367,IERS2010 latitude -43.2625 N longitude 151.6309 E elevation 430895.9 m,34.7247,29.1507,0.017,0.03,0.016,330.273,328.458,66.012,-0.001,-0.003,-0.001
717,2022-04-16 15:48:38.226806,IERS2010 latitude -43.1206 N longitude 151.9250 E elevation 430822.0 m,34.7069,29.3588,0.021,0.031,0.014,329.52,328.455,65.906,-0.003,-0.001,0.001
718,2022-04-16 15:48:42.387504,IERS2010 latitude -42.9774 N longitude 152.2185 E elevation 430747.6 m,34.7069,29.2547,0.015,0.032,0.017,329.796,328.802,65.427,-0.002,-0.002,-0.001
719,2022-04-16 15:48:46.549588,IERS2010 latitude -42.8338 N longitude 152.5099 E elevation 430673.0 m,34.7069,29.3373,0.019,0.031,0.013,329.59,328.573,64.812,0.0,-0.001,-0.0
720,2022-04-16 15:48:50.722316,IERS2010 latitude -42.6894 N longitude 152.7996 E elevation 430598.0 m,34.6358,29.2792,0.019,0.032,0.016,329.376,328.792,64.427,0.001,-0.001,-0.0
721,2022-04-16 15:48:54.875868,IERS2010 latitude -42.5437 N longitude 153.0889 E elevation 430522.5 m,34.7069,29.3894,0.02,0.032,0.014,329.708,328.764,64.095,-0.001,-0.001,0.0
722,2022-04-16 15:48:59.027177,IERS2010 latitude -42.3979 N longitude 153.3754 E elevation 430447.0 m,34.7069,29.0283,0.022,0.031,0.014,329.435,328.621,64.354,0.0,-0.001,-0.001
723,2022-04-16 15:49:03.190338,IERS2010 latitude -42.2512 N longitude 153.6605 E elevation 430371.1 m,34.6891,29.6311,0.02,0.032,0.015,329.277,328.851,64.412,-0.004,0.001,0.001
724,2022-04-16 15:49:07.363393,IERS2010 latitude -42.1034 N longitude 153.9449 E elevation 430294.7 m,34.6536,29.1324,0.022,0.032,0.015,329.02,328.953,64.732,-0.002,-0.0,0.001
725,2022-04-16 15:49:11.516276,IERS2010 latitude -41.9546 N longitude 154.2283 E elevation 430217.9 m,34.6358,29.4322,0.023,0.031,0.014,328.608,328.793,64.039,0.0,-0.001,0.0
726,2022-04-16 15:49:15.677391,IERS2010 latitude -41.8057 N longitude 154.5091 E elevation 430141.1 m,34.5291,29.5301,0.02,0.03,0.013,328.275,328.553,63.772,-0.003,0.001,0.0
727,2022-04-16 15:49:19.836234,IERS2010 latitude -41.6555 N longitude 154.7894 E elevation 430063.7 m,34.6891,29.3863,0.02,0.032,0.015,327.836,328.621,63.883,0.002,0.001,0.0
728,2022-04-16 15:49:24.007810,IERS2010 latitude -41.5048 N longitude 155.0679 E elevation 429986.1 m,34.618,29.2578,0.019,0.031,0.015,327.933,328.721,63.706,0.001,-0.002,0.001
729,2022-04-16 15:49:28.162833,IERS2010 latitude -41.3530 N longitude 155.3454 E elevation 429908.1 m,34.5647,29.3741,0.02,0.031,0.013,328.708,328.312,62.978,0.001,-0.001,-0.003
730,2022-04-16 15:49:32.317296,IERS2010 latitude -41.2008 N longitude 155.6213 E elevation 429829.9 m,34.6891,29.1477,0.021,0.031,0.015,328.156,328.599,63.571,-0.0,-0.002,0.0
731,2022-04-16 15:49:36.488545,IERS2010 latitude -41.0478 N longitude 155.8956 E elevation 429751.4 m,34.618,29.3435,0.018,0.031,0.013,327.818,328.993,63.861,-0.001,0.002,-0.001
732,2022-04-16 15:49:40.643008,IERS2010 latitude -40.8939 N longitude 156.1691 E elevation 429672.4 m,34.6891,29.5148,0.019,0.031,0.014,327.614,329.301,64.126,-0.002,-0.002,0.001
733,2022-04-16 15:49:45.809972,IERS2010 latitude -40.7017 N longitude 156.5066 E elevation 429574.1 m,34.6002,29.3863,0.018,0.031,0.014,327.933,329.567,63.759,0.001,-0.001,-0.001
734,2022-04-16 15:49:49.986188,IERS2010 latitude -40.5461 N longitude 156.7771 E elevation 429494.5 m,34.5824,29.3404,0.02,0.032,0.014,327.676,329.907,64.243,-0.002,0.001,0.002
735,2022-04-16 15:49:54.136712,IERS2010 latitude -40.3897 N longitude 157.0464 E elevation 429414.5 m,34.7069,29.2425,0.022,0.03,0.01,327.394,329.713,64.898,-0.002,0.001,0.001
736,2022-04-16 15:49:58.299738,IERS2010 latitude -40.2331 N longitude 157.3135 E elevation 429334.6 m,34.5469,29.4536,0.019,0.031,0.014,327.605,329.691,65.055,-0.001,-0.001,-0.001
737,2022-04-16 15:50:02.466065,IERS2010 latitude -40.0753 N longitude 157.5801 E elevation 429254.2 m,34.6358,29.4781,0.02,0.032,0.015,327.249,329.295,64.837,-0.005,0.0,0.0
738,2022-04-16 15:50:06.622367,IERS2010 latitude -39.9170 N longitude 157.8451 E elevation 429173.6 m,34.5647,29.2425,0.019,0.032,0.013,327.013,329.408,65.824,0.001,-0.001,-0.001
739,2022-04-16 15:50:10.777697,IERS2010 latitude -39.7584 N longitude 158.1083 E elevation 429092.8 m,34.6891,29.1782,0.019,0.03,0.013,326.494,329.284,66.068,-0.001,-0.002,0.0
740,2022-04-16 15:50:14.955453,IERS2010 latitude -39.5984 N longitude 158.3712 E elevation 429011.5 m,34.6536,29.4138,0.024,0.034,0.011,326.627,329.436,66.126,-0.0,0.002,-0.0
741,2022-04-16 15:50:19.114328,IERS2010 latitude -39.4378 N longitude 158.6328 E elevation 428930.0 m,34.618,29.4903,0.02,0.031,0.015,326.731,329.538,66.292,-0.004,0.0,-0.002
742,2022-04-16 15:50:23.273218,IERS2010 latitude -39.2768 N longitude 158.8925 E elevation 428848.4 m,34.5824,29.2731,0.018,0.031,0.016,326.881,329.929,65.91,-0.002,-0.0,0.001
743,2022-04-16 15:50:27.444826,IERS2010 latitude -39.1151 N longitude 159.1511 E elevation 428766.5 m,34.6358,29.3312,0.018,0.03,0.015,327.353,330.048,65.936,0.003,-0.001,-0.002
744,2022-04-16 15:50:31.608530,IERS2010 latitude -38.9525 N longitude 159.4089 E elevation 428684.2 m,34.6891,29.2578,0.02,0.031,0.013,327.099,330.043,65.444,0.001,-0.001,0.001
745,2022-04-16 15:50:35.770327,IERS2010 latitude -38.7894 N longitude 159.6652 E elevation 428601.8 m,34.7069,29.524,0.02,0.031,0.014,326.745,330.221,65.303,-0.0,-0.004,0.0
746,2022-04-16 15:50:39.947121,IERS2010 latitude -38.6253 N longitude 159.9208 E elevation 428519.0 m,34.6536,29.27,0.022,0.031,0.014,326.494,329.976,64.837,-0.002,-0.001,0.0
747,2022-04-16 15:50:44.104349,IERS2010 latitude -38.4608 N longitude 160.1747 E elevation 428436.1 m,34.7247,29.2792,0.022,0.03,0.012,326.007,329.58,64.935,-0.001,-0.001,-0.0
748,2022-04-16 15:50:48.273225,IERS2010 latitude -38.2959 N longitude 160.4271 E elevation 428353.0 m,34.6536,29.6678,0.019,0.032,0.015,326.353,329.278,64.405,0.0,0.0,0.001
749,2022-04-16 15:50:52.450345,IERS2010 latitude -38.1301 N longitude 160.6788 E elevation 428269.6 m,34.7425,29.2915,0.022,0.031,0.013,326.079,328.698,64.062,-0.0,-0.003,0.0
750,2022-04-16 15:50:56.611377,IERS2010 latitude -37.9635 N longitude 160.9294 E elevation 428185.9 m,34.618,29.3649,0.019,0.031,0.013,325.56,329.061,63.905,-0.002,-0.0,0.003
751,2022-04-16 15:51:00.786036,IERS2010 latitude -37.7966 N longitude 161.1783 E elevation 428102.2 m,34.6713,29.2639,0.02,0.031,0.013,325.795,328.518,62.945,-0.002,0.001,0.001
752,2022-04-16 15:51:04.937032,IERS2010 latitude -37.6288 N longitude 161.4266 E elevation 428018.1 m,34.618,29.5913,0.016,0.032,0.015,325.896,328.556,63.104,-0.001,-0.003,0.001
753,2022-04-16 15:51:09.099951,IERS2010 latitude -37.4612 N longitude 161.6725 E elevation 427934.3 m,34.5824,29.1782,0.02,0.03,0.016,325.705,328.578,62.965,-0.003,-0.003,-0.001
754,2022-04-16 15:51:13.265771,IERS2010 latitude -37.2923 N longitude 161.9182 E elevation 427849.9 m,34.6536,29.27,0.023,0.031,0.011,325.325,328.389,63.612,-0.0,-0.003,0.001
755,2022-04-16 15:51:17.425522,IERS2010 latitude -37.1232 N longitude 162.1622 E elevation 427765.5 m,34.6891,29.3006,0.001,0.02,0.014,318.92,323.524,69.928,0.001,-0.005,0.004
756,2022-04-16 15:51:25.485583,IERS2010 latitude -36.7936 N longitude 162.6321 E elevation 427601.3 m,34.7602,29.5209,0.023,0.032,0.012,318.856,324.511,69.638,-0.0,-0.001,-0.001
757,2022-04-16 15:51:29.636306,IERS2010 latitude -36.6232 N longitude 162.8721 E elevation 427516.6 m,34.6536,29.3802,0.022,0.032,0.011,318.75,324.888,69.081,-0.001,-0.004,-0.001
758,2022-04-16 15:51:33.798434,IERS2010 latitude -36.4523 N longitude 163.1110 E elevation 427431.8 m,34.618,29.1782,0.019,0.032,0.013,318.717,325.439,68.999,0.001,0.0,0.002
759,2022-04-16 15:51:37.972415,IERS2010 latitude -36.2801 N longitude 163.3498 E elevation 427346.4 m,34.6536,29.4047,0.019,0.03,0.012,318.948,325.61,68.883,0.0,-0.002,-0.001
760,2022-04-16 15:51:42.126107,IERS2010 latitude -36.1073 N longitude 163.5876 E elevation 427260.9 m,34.6891,29.3526,0.015,0.032,0.013,319.25,326.015,68.412,-0.002,0.0,0.001
761,2022-04-16 15:51:46.277319,IERS2010 latitude -35.9345 N longitude 163.8234 E elevation 427175.5 m,34.6536,29.3588,0.021,0.031,0.011,319.372,326.656,67.665,0.0,-0.001,-0.0
762,2022-04-16 15:51:50.440094,IERS2010 latitude -35.7612 N longitude 164.0581 E elevation 427090.0 m,34.6358,29.3435,0.02,0.031,0.014,319.969,326.691,67.066,0.0,-0.002,0.001
763,2022-04-16 15:51:54.612777,IERS2010 latitude -35.5870 N longitude 164.2923 E elevation 427004.1 m,34.6358,29.1385,0.02,0.032,0.013,320.001,327.21,67.096,-0.003,-0.001,0.0
764,2022-04-16 15:51:58.766160,IERS2010 latitude -35.4120 N longitude 164.5257 E elevation 426918.0 m,34.5647,29.2303,0.025,0.031,0.014,319.985,327.377,67.071,-0.0,-0.002,-0.0
765,2022-04-16 15:52:02.923542,IERS2010 latitude -35.2371 N longitude 164.7571 E elevation 426832.1 m,34.6713,29.4842,0.022,0.031,0.012,319.91,327.654,66.825,-0.0,-0.003,-0.0
766,2022-04-16 15:52:07.093137,IERS2010 latitude -35.0614 N longitude 164.9880 E elevation 426745.9 m,34.618,29.8636,0.02,0.032,0.014,320.037,328.011,67.118,-0.001,-0.002,-0.001
767,2022-04-16 15:52:14.172031,IERS2010 latitude -34.7617 N longitude 165.3778 E elevation 426599.2 m,34.6358,29.1966,0.02,0.031,0.015,319.074,327.861,66.56,-0.005,-0.003,0.001
768,2022-04-16 15:52:18.332994,IERS2010 latitude -34.5841 N longitude 165.6064 E elevation 426512.5 m,34.6002,29.1874,0.021,0.032,0.014,319.372,327.663,65.965,0.001,-0.002,-0.002
769,2022-04-16 15:52:22.492519,IERS2010 latitude -34.4065 N longitude 165.8333 E elevation 426426.0 m,34.6713,29.3435,0.02,0.032,0.013,319.37,328.116,65.419,0.0,-0.003,-0.001
770,2022-04-16 15:52:26.646188,IERS2010 latitude -34.2285 N longitude 166.0593 E elevation 426339.3 m,34.6891,29.2976,0.018,0.031,0.012,319.427,327.971,65.032,0.001,-0.003,-0.0
771,2022-04-16 15:52:30.811157,IERS2010 latitude -34.0504 N longitude 166.2836 E elevation 426252.8 m,34.6358,29.3129,0.02,0.03,0.015,319.362,327.747,65.063,0.001,0.0,0.001
772,2022-04-16 15:52:35.968834,IERS2010 latitude -33.8276 N longitude 166.5619 E elevation 426144.7 m,34.6891,29.3526,0.02,0.031,0.014,319.413,327.925,65.465,-0.001,-0.003,0.0
773,2022-04-16 15:52:40.120531,IERS2010 latitude -33.6486 N longitude 166.7838 E elevation 426058.1 m,34.6536,29.5087,0.024,0.029,0.015,318.981,328.2,66.038,-0.0,-0.0,-0.0
774,2022-04-16 15:52:44.282127,IERS2010 latitude -33.4688 N longitude 167.0051 E elevation 425971.2 m,34.6713,29.6097,0.02,0.031,0.013,318.688,328.271,66.526,-0.002,-0.003,-0.0
775,2022-04-16 15:52:48.457577,IERS2010 latitude -33.2878 N longitude 167.2263 E elevation 425884.0 m,34.6713,29.2915,0.018,0.03,0.014,319.139,328.129,66.499,-0.001,-0.002,0.0
776,2022-04-16 15:52:52.632012,IERS2010 latitude -33.1067 N longitude 167.4461 E elevation 425796.8 m,34.6536,29.2731,0.02,0.031,0.014,318.988,328.307,66.264,-0.002,-0.003,-0.002
777,2022-04-16 15:52:56.787030,IERS2010 latitude -32.9248 N longitude 167.6653 E elevation 425709.4 m,34.6002,29.6219,0.021,0.031,0.014,318.97,328.586,66.104,0.002,0.0,-0.0
778,2022-04-16 15:53:00.951932,IERS2010 latitude -32.7425 N longitude 167.8836 E elevation 425622.0 m,34.6891,29.3618,0.018,0.032,0.014,319.034,328.355,66.435,-0.001,-0.003,0.0
779,2022-04-16 15:53:05.111516,IERS2010 latitude -32.5604 N longitude 168.1001 E elevation 425534.9 m,34.6358,29.3465,0.021,0.03,0.011,319.041,328.846,66.497,-0.001,-0.003,-0.001
780,2022-04-16 15:53:10.272224,IERS2010 latitude -32.3335 N longitude 168.3677 E elevation 425426.6 m,34.5647,29.3894,0.019,0.032,0.013,317.841,328.518,67.957,0.001,-0.001,0.002
781,2022-04-16 15:53:14.446252,IERS2010 latitude -32.1502 N longitude 168.5824 E elevation 425339.3 m,34.7425,29.6403,0.018,0.031,0.015,317.632,328.374,68.017,-0.003,-0.0,0.0
782,2022-04-16 15:53:18.597284,IERS2010 latitude -31.9661 N longitude 168.7966 E elevation 425251.7 m,34.6891,29.5179,0.018,0.032,0.014,317.585,328.887,67.887,0.003,-0.002,-0.001
783,2022-04-16 15:53:22.743123,IERS2010 latitude -31.7823 N longitude 169.0089 E elevation 425164.6 m,34.6713,29.732,0.02,0.033,0.014,317.364,328.835,67.753,-0.001,-0.002,0.0
784,2022-04-16 15:53:26.902529,IERS2010 latitude -31.5982 N longitude 169.2204 E elevation 425077.4 m,34.7069,29.7198,0.019,0.031,0.014,317.119,328.442,67.789,-0.004,-0.001,-0.001
785,2022-04-16 15:53:32.077867,IERS2010 latitude -31.3681 N longitude 169.4825 E elevation 424968.8 m,34.6713,29.2241,0.021,0.032,0.012,317.331,328.87,67.739,-0.002,-0.001,0.0
786,2022-04-16 15:53:36.235951,IERS2010 latitude -31.1824 N longitude 169.6926 E elevation 424881.3 m,34.7425,30.1023,0.023,0.03,0.016,317.981,328.925,67.423,-0.003,-0.002,-0.0
787,2022-04-16 15:53:40.386702,IERS2010 latitude -30.9967 N longitude 169.9015 E elevation 424793.9 m,34.5824,29.6035,0.017,0.031,0.012,317.939,329.04,67.08,-0.002,-0.002,-0.0
788,2022-04-16 15:53:44.542951,IERS2010 latitude -30.8109 N longitude 170.1091 E elevation 424706.8 m,34.7247,29.3679,0.02,0.031,0.015,317.661,329.431,66.846,-0.001,-0.001,-0.001
789,2022-04-16 15:53:48.700185,IERS2010 latitude -30.6241 N longitude 170.3165 E elevation 424619.4 m,34.7247,29.4108,0.019,0.031,0.013,317.344,328.857,66.246,-0.001,-0.001,-0.001
790,2022-04-16 15:53:52.868559,IERS2010 latitude -30.4372 N longitude 170.5227 E elevation 424532.1 m,34.6713,28.3063,0.02,0.031,0.013,316.921,328.718,66.258,-0.002,0.001,-0.0
791,2022-04-16 15:53:57.036865,IERS2010 latitude -30.2493 N longitude 170.7287 E elevation 424444.6 m,34.7247,29.3373,0.016,0.031,0.015,316.21,328.604,66.123,-0.0,-0.003,-0.0
792,2022-04-16 15:54:01.198529,IERS2010 latitude -30.0610 N longitude 170.9339 E elevation 424357.1 m,34.7069,29.3679,0.02,0.03,0.014,316.151,328.799,66.277,0.001,-0.002,-0.001
793,2022-04-16 15:54:05.372376,IERS2010 latitude -29.8726 N longitude 171.1379 E elevation 424269.8 m,34.6891,29.5974,0.02,0.031,0.014,316.165,328.659,66.019,-0.001,-0.001,0.0
794,2022-04-16 15:54:09.525993,IERS2010 latitude -29.6834 N longitude 171.3416 E elevation 424182.3 m,34.7602,29.4597,0.018,0.03,0.013,315.581,329.083,66.686,-0.0,-0.003,0.0
795,2022-04-16 15:54:13.676832,IERS2010 latitude -29.4946 N longitude 171.5436 E elevation 424095.2 m,34.7425,29.4934,0.02,0.031,0.012,315.636,329.228,66.215,0.002,-0.0,-0.0
796,2022-04-16 15:54:17.839587,IERS2010 latitude -29.3056 N longitude 171.7446 E elevation 424008.3 m,34.6713,29.3863,0.02,0.031,0.013,315.375,328.491,65.729,-0.001,-0.001,0.001
797,2022-04-16 15:54:22.012630,IERS2010 latitude -29.1156 N longitude 171.9456 E elevation 423921.1 m,34.6536,29.4689,0.02,0.031,0.015,315.553,328.885,65.816,-0.001,-0.001,-0.0
798,2022-04-16 15:54:26.169692,IERS2010 latitude -28.9248 N longitude 172.1461 E elevation 423833.8 m,34.6891,29.2762,0.023,0.03,0.012,315.486,328.702,65.997,-0.0,-0.001,0.001
799,2022-04-16 15:54:30.318654,IERS2010 latitude -28.7348 N longitude 172.3448 E elevation 423747.0 m,34.6536,29.472,0.02,0.031,0.012,315.761,329.31,65.304,-0.0,-0.003,0.0
800,2022-04-16 15:54:34.484798,IERS2010 latitude -28.5444 N longitude 172.5426 E elevation 423660.3 m,34.7069,29.6617,0.017,0.029,0.016,315.412,329.53,64.881,-0.003,-0.001,0.001
801,2022-04-16 15:54:38.643672,IERS2010 latitude -28.3529 N longitude 172.7405 E elevation 423573.4 m,34.5824,29.5056,0.02,0.031,0.016,315.318,329.061,65.061,-0.002,0.001,0.0
802,2022-04-16 15:54:42.798448,IERS2010 latitude -28.1612 N longitude 172.9373 E elevation 423486.6 m,34.7247,30.3164,0.021,0.03,0.015,315.392,329.082,64.599,-0.003,-0.0,-0.0
803,2022-04-16 15:54:46.973619,IERS2010 latitude -27.9696 N longitude 173.1331 E elevation 423400.1 m,34.7069,29.5056,0.02,0.032,0.013,314.781,329.24,64.536,-0.001,-0.0,0.0
804,2022-04-16 15:54:51.131485,IERS2010 latitude -27.7768 N longitude 173.3290 E elevation 423313.2 m,34.7247,29.4536,0.02,0.03,0.01,314.424,329.371,64.608,-0.001,-0.001,0.001
805,2022-04-16 15:54:55.286925,IERS2010 latitude -27.5843 N longitude 173.5235 E elevation 423226.8 m,34.6891,29.4873,0.02,0.031,0.014,314.41,329.216,65.024,-0.0,-0.0,-0.001
806,2022-04-16 15:54:59.460157,IERS2010 latitude -27.3917 N longitude 173.7170 E elevation 423140.6 m,34.7425,29.3251,0.02,0.031,0.014,313.951,329.095,65.043,-0.002,-0.003,0.001
807,2022-04-16 15:55:03.610999,IERS2010 latitude -27.1979 N longitude 173.9107 E elevation 423054.0 m,34.618,29.42,0.021,0.031,0.013,313.951,329.085,65.163,-0.0,0.001,-0.002
808,2022-04-16 15:55:07.771940,IERS2010 latitude -27.0047 N longitude 174.1027 E elevation 422968.1 m,34.7602,29.3282,0.019,0.032,0.016,313.853,328.874,64.763,-0.001,0.0,-0.001
809,2022-04-16 15:55:11.946136,IERS2010 latitude -26.8107 N longitude 174.2944 E elevation 422882.0 m,34.6713,29.2394,0.02,0.031,0.014,314.034,328.819,65.799,-0.002,0.0,0.0
810,2022-04-16 15:55:16.097217,IERS2010 latitude -26.6162 N longitude 174.4856 E elevation 422796.0 m,34.7247,29.3129,0.022,0.03,0.012,313.709,328.66,66.2,-0.001,-0.003,-0.001
811,2022-04-16 15:55:20.243035,IERS2010 latitude -26.4221 N longitude 174.6755 E elevation 422710.4 m,34.7069,29.3649,0.022,0.03,0.013,313.882,328.628,65.551,0.0,-0.001,0.002
812,2022-04-16 15:55:24.402242,IERS2010 latitude -26.2278 N longitude 174.8646 E elevation 422624.9 m,34.7247,29.4353,0.02,0.031,0.014,313.578,328.496,65.369,0.001,-0.002,0.002
813,2022-04-16 15:55:28.569235,IERS2010 latitude -26.0327 N longitude 175.0534 E elevation 422539.4 m,34.7247,29.4781,0.02,0.031,0.015,313.161,328.283,65.696,-0.0,-0.001,-0.001
814,2022-04-16 15:55:32.729919,IERS2010 latitude -25.8370 N longitude 175.2419 E elevation 422454.0 m,34.6002,29.2853,0.019,0.032,0.017,313.987,328.521,64.716,0.003,-0.002,0.001
815,2022-04-16 15:55:36.890271,IERS2010 latitude -25.6413 N longitude 175.4294 E elevation 422368.8 m,34.6713,29.3526,0.019,0.032,0.016,313.916,328.579,64.951,-0.005,-0.0,-0.0
816,2022-04-16 15:55:41.058115,IERS2010 latitude -25.4454 N longitude 175.6162 E elevation 422283.8 m,34.7247,29.4597,0.025,0.032,0.011,314.012,328.477,64.604,0.001,-0.002,0.001
817,2022-04-16 15:55:45.217712,IERS2010 latitude -25.2487 N longitude 175.8028 E elevation 422198.7 m,34.7247,29.1538,0.024,0.031,0.014,313.697,328.267,65.036,-0.003,-0.001,0.002
818,2022-04-16 15:55:49.380342,IERS2010 latitude -25.0521 N longitude 175.9884 E elevation 422113.9 m,34.6713,29.2915,0.02,0.031,0.015,313.538,327.961,65.168,-0.004,-0.002,0.002
819,2022-04-16 15:55:53.547715,IERS2010 latitude -24.8551 N longitude 176.1734 E elevation 422029.3 m,34.6358,29.3098,0.021,0.032,0.013,313.211,327.706,65.63,-0.006,-0.0,-0.001
820,2022-04-16 15:55:57.705306,IERS2010 latitude -24.6576 N longitude 176.3580 E elevation 421944.8 m,34.6536,29.3741,0.018,0.032,0.016,312.791,327.65,65.542,-0.0,-0.002,-0.0
821,2022-04-16 15:56:01.859746,IERS2010 latitude -24.4604 N longitude 176.5414 E elevation 421860.7 m,34.6536,29.5699,0.023,0.033,0.018,312.039,327.566,65.288,-0.002,-0.004,0.0
822,2022-04-16 15:56:06.019847,IERS2010 latitude -24.2629 N longitude 176.7243 E elevation 421776.7 m,34.618,29.2456,0.02,0.031,0.015,311.119,327.534,65.736,-0.001,-0.001,0.001
823,2022-04-16 15:56:10.196221,IERS2010 latitude -24.0646 N longitude 176.9070 E elevation 421692.8 m,34.6358,29.2303,0.019,0.031,0.013,311.032,327.694,66.292,-0.003,0.002,-0.001
824,2022-04-16 15:56:14.346867,IERS2010 latitude -23.8660 N longitude 177.0891 E elevation 421609.0 m,34.7069,29.3496,0.023,0.03,0.012,311.198,327.549,66.233,0.001,0.0,0.0
825,2022-04-16 15:56:18.513979,IERS2010 latitude -23.6679 N longitude 177.2700 E elevation 421525.7 m,34.7958,29.3068,0.021,0.032,0.015,310.572,328.092,65.433,-0.001,0.0,0.001
826,2022-04-16 15:56:22.690591,IERS2010 latitude -23.4687 N longitude 177.4510 E elevation 421442.3 m,34.6713,29.3037,0.02,0.031,0.013,310.171,328.083,65.331,-0.004,0.001,0.002
827,2022-04-16 15:56:26.851466,IERS2010 latitude -23.2691 N longitude 177.6315 E elevation 421359.0 m,34.6713,29.3924,0.02,0.031,0.014,309.906,328.292,65.219,-0.005,-0.002,-0.002
828,2022-04-16 15:56:31.025847,IERS2010 latitude -23.0697 N longitude 177.8111 E elevation 421276.1 m,34.618,29.3588,0.02,0.03,0.015,309.89,328.242,63.995,0.0,-0.001,0.0
829,2022-04-16 15:56:35.176967,IERS2010 latitude -22.8697 N longitude 177.9903 E elevation 421193.4 m,34.7069,30.0625,0.023,0.03,0.015,310.556,327.692,63.32,0.001,0.0,-0.0
830,2022-04-16 15:56:39.322918,IERS2010 latitude -22.6704 N longitude 178.1682 E elevation 421111.2 m,34.6713,29.2976,0.02,0.032,0.014,310.932,328.0,63.528,0.001,-0.003,-0.001
831,2022-04-16 15:56:43.482412,IERS2010 latitude -22.4709 N longitude 178.3455 E elevation 421029.2 m,34.6536,29.6892,0.02,0.031,0.013,311.106,327.9,63.356,-0.003,-0.002,-0.0
